time,rho,T,vx,by,bz
52020,1.72E-20,65581.19348,550795,1.47E-09,-1.76E-08
52080,1.67E-20,61713.98781,551793,1.52E-09,-1.77E-08
52140,1.61E-20,57964.21987,552790,2.00E-09,-1.76E-08
52200,1.55E-20,63714.02651,551348,3.74E-09,-1.74E-08
52260,1.64E-20,62972.4978,550617,4.10E-09,-1.76E-08
52320,1.73E-20,62235.26277,549885,4.41E-09,-1.75E-08
52380,1.53E-20,65901.94236,551415,6.09E-09,-1.72E-08
52440,1.34E-20,69673.64284,552950,5.02E-09,-1.73E-08
52500,9.67E-21,54403.48953,556343,-1.83E-09,-1.79E-08
52560,1.00E-20,58421.32184,554612,-5.34E-09,-1.72E-08
52620,1.04E-20,62582.3539,552881,-7.29E-09,-1.67E-08
52680,1.05E-20,56509.70957,552225,-6.44E-09,-1.73E-08
52740,1.06E-20,50746.90587,551569,-6.55E-09,-1.71E-08
52800,1.13E-20,62333.55304,549009,-6.66E-09,-1.68E-08
52860,1.22E-20,62018.72246,557101,-4.97E-09,-1.76E-08
52920,1.32E-20,61704.58815,565187,-2.89E-09,-1.82E-08
52980,1.00E-20,76462.40198,557213,-5.86E-09,-1.72E-08
53040,6.88E-21,92800.86722,549243,-5.10E-09,-1.76E-08
53100,9.83E-21,49803.92273,540535,-5.04E-09,-1.78E-08
53160,1.07E-20,51301.60184,541382,-1.60E-09,-1.89E-08
53220,1.15E-20,52821.44558,542232,-5.81E-10,-1.91E-08
53280,1.23E-20,57772.86137,529071,-1.56E-09,-1.91E-08
53340,1.11E-20,50538.02455,532384,-9.36E-10,-1.92E-08
53400,9.95E-21,43787.09613,535699,-1.40E-10,-1.93E-08
53460,1.06E-20,46079.80078,532024,4.18E-10,-1.93E-08
53520,1.12E-20,48431.10824,528348,-6.05E-10,-1.94E-08
53580,9.72E-21,44526.07185,524461,-1.72E-09,-1.95E-08
53640,1.07E-20,53895.79187,536772,-1.94E-09,-1.95E-08
53700,1.17E-20,64159.52396,549082,-1.04E-09,-1.96E-08
53760,1.18E-20,56896.02398,547319,-7.42E-10,-1.96E-08
53820,1.19E-20,50068.85388,545556,2.22E-10,-1.92E-08
53880,1.05E-20,39085.64166,546375,2.04E-11,-1.91E-08
53940,1.09E-20,56673.56537,542474,2.45E-11,-1.88E-08
54000,1.13E-20,77519.45754,538576,-1.07E-09,-1.88E-08
54060,1.09E-20,73329.99441,545449,-1.70E-09,-1.88E-08
54120,1.04E-20,69256.92459,552320,-8.44E-10,-1.88E-08
54180,9.93E-21,65300.24809,559189,-2.07E-09,-1.86E-08
54240,1.02E-20,58702.61536,557771,-3.53E-09,-1.81E-08
54300,1.05E-20,52456.25139,556357,-2.20E-09,-1.80E-08
54360,9.88E-21,56937.6842,545455,-1.00E-09,-1.80E-08
54420,9.26E-21,61602.58444,534554,-7.87E-10,-1.85E-08
54480,9.89E-21,55809.3769,535854,-7.13E-10,-1.89E-08
54540,1.12E-20,59400.74317,545080,-2.30E-09,-1.92E-08
54600,1.25E-20,63104.09304,554308,-2.98E-09,-1.89E-08
54660,1.03E-20,51916.98944,552688,-9.54E-10,-1.80E-08
54720,1.07E-20,61585.17766,554767,-1.96E-09,-1.78E-08
54780,1.11E-20,72078.56317,556834,-3.53E-09,-1.77E-08
54840,1.12E-20,74047.8499,561812,-5.13E-09,-1.66E-08
54900,1.14E-20,76043.59492,566787,-3.35E-09,-1.70E-08
54960,1.28E-20,68604.98276,546585,-1.85E-09,-1.66E-08
55020,1.32E-20,63499.57502,541289,-3.68E-09,-1.67E-08
55080,1.35E-20,58591.56012,535987,-3.87E-09,-1.68E-08
55140,1.28E-20,66098.05871,538653,-4.96E-09,-1.74E-08
55200,1.20E-20,74056.78538,541322,-8.01E-09,-1.56E-08
55260,1.31E-20,93462.90498,544533,-7.18E-09,-1.60E-08
55320,1.30E-20,86182.23032,550597,-7.93E-09,-1.57E-08
55380,1.30E-20,79196.77459,556662,-8.24E-09,-1.52E-08
55440,1.33E-20,77495.90037,557431,-6.46E-09,-1.54E-08
55500,1.36E-20,75813.59337,558190,-7.38E-09,-1.48E-08
55560,1.29E-20,80571.21371,544440,-1.03E-08,-1.30E-08
55620,1.38E-20,83767.21405,544978,-4.30E-09,-1.84E-08
55680,1.46E-20,87025.4146,545517,-2.62E-09,-1.86E-08
55740,1.17E-20,47402.25166,556765,-1.32E-09,-1.87E-08
55800,8.78E-21,19723.50318,568005,-3.32E-09,-1.76E-08
55860,1.13E-20,32788.4499,541649,-5.66E-09,-1.68E-08
55920,1.13E-20,36757.31115,550544,-2.80E-09,-1.83E-08
55980,1.13E-20,40952.92467,559432,-1.40E-09,-1.87E-08
56040,1.03E-20,42856.64587,553762,-4.23E-09,-1.74E-08
56100,1.34E-20,48374.13005,555630,-3.93E-09,-1.69E-08
56160,1.65E-20,54225.59227,557508,5.26E-09,-1.63E-08
56220,1.61E-20,47705.24563,556446,6.68E-09,-1.72E-08
56280,1.57E-20,41602.42955,555379,8.59E-09,-1.70E-08
56340,1.70E-20,43732.78699,557818,7.58E-09,-1.73E-08
56400,1.74E-20,44166.09969,558143,1.03E-08,-1.61E-08
56460,1.78E-20,44601.50121,558466,1.11E-08,-1.56E-08
56520,1.72E-20,44767.91,558095,1.06E-08,-1.60E-08
56580,1.67E-20,44934.66693,557724,1.01E-08,-1.62E-08
56640,1.66E-20,44876.76038,561648,9.96E-09,-1.62E-08
56700,1.72E-20,46324.07588,563570,9.41E-09,-1.64E-08
56760,1.77E-20,47794.36833,565494,8.95E-09,-1.66E-08
56820,1.75E-20,45168.26588,570199,9.25E-09,-1.64E-08
56880,1.72E-20,42616.3163,574901,7.62E-09,-1.71E-08
56940,1.60E-20,44411.18712,570887,6.97E-09,-1.66E-08
57000,1.49E-20,39669.00079,560061,6.10E-09,-1.71E-08
57060,1.39E-20,35194.53069,549238,4.89E-09,-1.72E-08
57120,1.41E-20,36751.04471,556446,7.22E-09,-1.75E-08
57180,1.44E-20,38341.09578,563650,8.15E-09,-1.74E-08
57240,1.62E-20,40159.98795,557205,7.38E-09,-1.70E-08
57300,1.61E-20,43129.81623,552454,7.13E-09,-1.72E-08
57360,1.60E-20,46205.7098,547697,4.80E-09,-1.82E-08
57420,1.62E-20,42605.5241,559898,5.98E-09,-1.81E-08
57480,1.54E-20,43246.55768,550391,6.41E-09,-1.78E-08
57540,1.46E-20,43892.46516,540876,6.25E-09,-1.77E-08
57600,1.52E-20,43289.2623,545298,8.37E-09,-1.79E-08
57660,1.58E-20,42690.23708,549730,1.10E-08,-1.68E-08
57720,1.57E-20,43469.01629,551637,8.65E-09,-1.76E-08
57780,1.62E-20,42755.91865,551692,9.35E-09,-1.73E-08
57840,1.67E-20,42048.73932,551748,1.03E-08,-1.69E-08
57900,1.70E-20,44364.653,551860,7.96E-09,-1.75E-08
57960,1.72E-20,46742.65085,551974,9.72E-09,-1.65E-08
58020,1.73E-20,44252.43731,548010,8.86E-09,-1.69E-08
58080,1.70E-20,43560.80803,547531,8.49E-09,-1.70E-08
58140,1.67E-20,42874.74892,547053,8.61E-09,-1.68E-08
58200,1.45E-20,42808.37107,549794,8.76E-09,-1.65E-08
58260,1.23E-20,42742.10928,552532,8.68E-09,-1.66E-08
58320,1.30E-20,41707.45044,544891,9.84E-09,-1.64E-08
58380,1.35E-20,43243.42446,549017,9.30E-09,-1.66E-08
58440,1.40E-20,44807.24932,553143,9.44E-09,-1.67E-08
58500,1.36E-20,44201.95765,555776,9.06E-09,-1.65E-08
58560,1.31E-20,43600.84362,558410,7.95E-09,-1.64E-08
58620,8.93E-21,42252.16652,547271,8.09E-09,-1.66E-08
58680,9.84E-21,46068.3123,547483,8.62E-09,-1.72E-08
58740,1.08E-20,50049.47434,547694,8.88E-09,-1.75E-08
58800,1.06E-20,50327.98277,551705,7.51E-09,-1.76E-08
58860,1.10E-20,53168.07253,549626,8.50E-09,-1.74E-08
58920,1.14E-20,56086.02862,547552,9.18E-09,-1.71E-08
58980,1.03E-20,49189.57954,547587,9.55E-09,-1.65E-08
59040,9.18E-21,42745.47459,547626,7.07E-09,-1.77E-08
59100,8.57E-21,49158.47943,545048,6.98E-09,-1.78E-08
59160,8.36E-21,52649.81476,548118,7.01E-09,-1.74E-08
59220,8.14E-21,56260.9087,551189,3.34E-09,-1.90E-08
59280,8.24E-21,53361.98403,551673,3.05E-09,-1.90E-08
59340,8.33E-21,50539.76523,552158,3.99E-09,-1.86E-08
59400,8.18E-21,49289.26235,550569,4.13E-09,-1.87E-08
59460,7.14E-21,35759.20654,549172,5.80E-09,-1.82E-08
59520,6.10E-21,24395.48217,547776,7.47E-09,-1.73E-08
59580,6.72E-21,30576.62875,548252,7.27E-09,-1.74E-08
59640,7.35E-21,37455.09082,548729,7.00E-09,-1.79E-08
59700,6.71E-21,35828.71761,546878,3.53E-09,-1.86E-08
59760,6.33E-21,42257.38855,539397,3.10E-09,-1.85E-08
59820,5.95E-21,49216.38598,531906,4.05E-09,-1.83E-08
59880,1.07E-20,83352.23648,510164,7.83E-09,-1.77E-08
59940,1.00E-20,76967.6627,515049,1.11E-08,-1.67E-08
60000,9.34E-21,70837.45996,519942,1.39E-08,-1.50E-08
60060,9.77E-21,75939.73449,518522,1.31E-08,-1.53E-08
60120,1.02E-20,81219.32605,517099,1.25E-08,-1.56E-08
60180,1.12E-20,78217.93348,518998,1.33E-08,-1.50E-08
60240,1.12E-20,71072.10332,522974,1.34E-08,-1.50E-08
60300,1.11E-20,64268.49039,526952,1.36E-08,-1.51E-08
60360,1.15E-20,60705.55519,527087,1.26E-08,-1.58E-08
60420,1.18E-20,57244.27557,527220,1.25E-08,-1.57E-08
60480,1.22E-20,56819.66625,524114,1.24E-08,-1.58E-08
60540,1.26E-20,61759.94171,525544,1.20E-08,-1.61E-08
60600,1.30E-20,66906.08131,526969,1.32E-08,-1.53E-08
60660,1.25E-20,67721.06662,531630,1.35E-08,-1.50E-08
60720,1.20E-20,68540.92582,536294,1.38E-08,-1.49E-08
60780,1.16E-20,69365.65893,539985,1.48E-08,-1.43E-08
60840,1.12E-20,70195.38197,543676,1.52E-08,-1.40E-08
60900,1.08E-20,71030.09496,547365,1.63E-08,-1.28E-08
60960,1.04E-20,71869.68185,551054,1.64E-08,-1.30E-08
61020,9.98E-21,72714.14263,554741,1.65E-08,-1.31E-08
61080,9.04E-21,54123.47251,546428,1.62E-08,-1.34E-08
61140,7.82E-21,45962.59514,539631,1.63E-08,-1.34E-08
61200,6.59E-21,38468.16525,532850,1.71E-08,-1.26E-08
61260,7.27E-21,44352.00407,537964,1.81E-08,-1.09E-08
61320,7.95E-21,50654.30182,543069,1.73E-08,-1.20E-08
61380,6.61E-21,57375.17453,552986,1.80E-08,-1.10E-08
61440,6.34E-21,55671.86336,550426,1.79E-08,-1.06E-08
61500,6.07E-21,53994.19818,547874,1.81E-08,-1.00E-08
61560,5.80E-21,78723.65838,551147,1.85E-08,-9.20E-09
61620,6.17E-21,69199.13409,552564,1.86E-08,-8.80E-09
61680,6.55E-21,60288.37276,553979,1.85E-08,-8.28E-09
61740,7.89E-21,84524.17677,558856,1.79E-08,-8.39E-09
61800,9.22E-21,112845.0032,563750,1.66E-08,-7.37E-09
61860,6.56E-21,70635.88948,553089,1.77E-08,-4.13E-09
61920,6.21E-21,56531.75816,554519,1.85E-08,-6.05E-09
61980,5.87E-21,43996.78977,555945,1.84E-08,-6.48E-09
62040,6.16E-21,43245.51327,554589,1.85E-08,-6.45E-09
62100,6.45E-21,42500.7353,553234,1.87E-08,-6.12E-09
62160,6.97E-21,38813.51571,554055,1.88E-08,-6.28E-09
62220,9.18E-21,60796.65066,560180,1.88E-08,-6.31E-09
62280,1.14E-20,87691.74603,566312,1.84E-08,-7.33E-09
62340,1.57E-20,153121.6166,567294,1.81E-08,-6.99E-09
62400,2.00E-20,236668.3448,568278,1.67E-08,-3.48E-09
62460,1.93E-20,200927.5894,587126,1.45E-08,-4.93E-09
62520,1.92E-20,178861.5982,576646,1.22E-08,-5.95E-09
62580,1.91E-20,158079.0667,566173,9.74E-09,-7.64E-09
62640,1.82E-20,180878.4635,576511,9.68E-09,-7.95E-09
62700,1.73E-20,205214.2984,586842,9.06E-09,-8.59E-09
62760,1.86E-20,193865.0797,593285,1.02E-08,-8.00E-09
62820,1.74E-20,210025.5316,596989,1.11E-08,-6.88E-09
62880,1.63E-20,226834.6761,600695,1.09E-08,-6.91E-09
62940,1.10E-20,182894.1683,612287,1.25E-08,-4.32E-09
63000,1.30E-20,191194.8801,614016,1.14E-08,-5.12E-09
63060,1.50E-20,199678.9433,615736,1.28E-08,-3.24E-09
63120,1.55E-20,199096.3965,617982,1.04E-08,-7.54E-09
63180,1.59E-20,198513.8497,620244,1.11E-08,-6.22E-09
63240,1.77E-20,208597.0155,619785,1.17E-08,-2.49E-09
63300,1.78E-20,195291.275,622246,1.09E-08,-1.96E-09
63360,1.78E-20,182424.1853,624710,1.07E-08,-4.12E-09
63420,1.43E-20,189541.2363,624528,1.07E-08,-3.11E-09
63480,1.08E-20,196796.381,624341,1.10E-08,-3.56E-09
63540,1.08E-20,198255.0689,617294,1.22E-08,-3.15E-09
63600,1.13E-20,196173.2184,618408,1.26E-08,-3.31E-09
63660,1.18E-20,194101.8119,619522,1.26E-08,-3.64E-09
63720,1.40E-20,187945.615,621723,1.22E-08,-3.69E-09
63780,1.63E-20,181888.0566,623920,1.18E-08,-3.49E-09
63840,1.48E-20,155202.3067,626713,1.07E-08,-2.73E-09
63900,1.42E-20,150685.8282,628146,1.10E-08,-3.24E-09
63960,1.35E-20,146236.656,629576,1.14E-08,-3.65E-09
64020,1.40E-20,155506.3451,631667,1.15E-08,-4.84E-09
64080,1.44E-20,165060.3448,633760,1.10E-08,-4.56E-09
64140,5.59E-21,185838.2345,600548,1.04E-08,-3.53E-09
64200,5.47E-21,185529.5543,595586,1.13E-08,-4.70E-09
64260,5.34E-21,185222.0346,590614,1.20E-08,-8.03E-09
64320,4.55E-21,138381.5577,588794,1.18E-08,-9.18E-09
64380,4.19E-21,114521.2759,581879,1.23E-08,-8.57E-09
64440,3.83E-21,92917.02845,574960,1.27E-08,-7.80E-09
64500,4.11E-21,95608.23225,577563,1.30E-08,-7.10E-09
64560,4.39E-21,98337.847,580165,1.31E-08,-6.71E-09
64620,4.36E-21,86802.49181,579469,1.34E-08,-6.49E-09
64680,4.32E-21,75986.50069,578774,1.30E-08,-6.90E-09
64740,4.28E-21,65889.9897,578079,1.33E-08,-6.54E-09
64800,4.25E-21,61764.69956,576353,1.30E-08,-6.77E-09
64860,4.21E-21,57772.74532,574624,1.34E-08,-6.43E-09
64920,4.14E-21,47329.02715,576853,1.36E-08,-5.84E-09
64980,4.54E-21,49068.31233,574525,1.37E-08,-6.13E-09
65040,4.93E-21,50839.04575,572190,1.35E-08,-5.82E-09
65100,4.59E-21,50931.41771,571608,1.34E-08,-5.66E-09
65160,4.25E-21,51023.78968,571037,1.34E-08,-5.38E-09
65220,4.83E-21,57312.62618,574848,1.32E-08,-6.39E-09
65280,4.62E-21,51805.00584,572944,1.33E-08,-6.06E-09
65340,4.40E-21,46575.66184,571048,1.33E-08,-5.83E-09
65400,4.29E-21,47981.54921,574347,1.30E-08,-6.30E-09
65460,4.18E-21,49408.32471,577641,1.33E-08,-6.07E-09
65520,4.24E-21,52334.17186,573469,1.34E-08,-6.09E-09
65580,4.23E-21,53714.87743,573397,1.36E-08,-5.75E-09
65640,4.22E-21,55113.68604,573322,1.38E-08,-5.65E-09
65700,4.65E-21,56422.55964,563903,1.36E-08,-5.49E-09
65760,4.64E-21,53058.0617,562059,1.36E-08,-5.78E-09
65820,4.63E-21,49796.96002,560220,1.30E-08,-5.80E-09
65880,4.44E-21,49025.6077,558428,1.31E-08,-5.53E-09
65940,4.24E-21,48260.28973,556634,1.30E-08,-5.67E-09
66000,3.80E-21,36295.10319,555026,1.25E-08,-6.18E-09
66060,3.97E-21,42173.37184,562278,1.26E-08,-6.16E-09
66120,4.15E-21,48492.61218,569530,1.28E-08,-5.85E-09
66180,4.23E-21,49327.20913,568671,1.33E-08,-5.48E-09
66240,4.31E-21,50168.76878,567813,1.34E-08,-6.08E-09
66300,4.05E-21,40976.71393,569456,1.34E-08,-5.99E-09
66360,4.23E-21,49015.74386,566285,1.35E-08,-6.27E-09
66420,4.41E-21,57774.25391,563111,1.32E-08,-6.15E-09
66480,4.27E-21,50076.28077,564522,1.27E-08,-5.02E-09
66540,4.13E-21,42928.47784,565939,1.30E-08,-6.05E-09
66600,4.02E-21,36949.8301,568972,1.31E-08,-6.25E-09
66660,4.34E-21,45173.25582,570746,1.30E-08,-6.54E-09
66720,4.67E-21,54222.22696,572519,1.30E-08,-6.56E-09
66780,3.72E-21,47577.0157,577866,1.31E-08,-6.39E-09
66840,2.78E-21,41366.16156,583212,1.35E-08,-6.32E-09
66900,4.94E-21,53227.02349,578474,1.40E-08,-6.57E-09
66960,5.09E-21,55498.49186,572946,1.37E-08,-6.77E-09
67020,5.24E-21,57817.42272,567408,1.35E-08,-6.52E-09
67080,5.37E-21,56201.60962,571452,1.37E-08,-5.76E-09
67140,5.50E-21,54608.77346,575500,1.34E-08,-5.89E-09
67200,5.77E-21,54008.1236,572053,1.39E-08,-5.43E-09
67260,5.92E-21,55690.31455,565276,1.34E-08,-5.72E-09
67320,6.06E-21,57398.38357,558491,1.37E-08,-5.83E-09
67380,5.93E-21,56186.29165,558624,1.35E-08,-4.69E-09
67440,5.80E-21,54987.31284,558765,1.29E-08,-4.70E-09
67500,5.67E-21,53801.099,558913,1.27E-08,-4.55E-09
67560,5.51E-21,51603.89954,563114,1.20E-08,-5.44E-09
67620,5.35E-21,49452.53792,567313,1.32E-08,-5.74E-09
67680,5.77E-21,59667.53104,566722,1.33E-08,-5.95E-09
67740,5.45E-21,55433.8547,564290,1.34E-08,-6.10E-09
67800,5.14E-21,51355.91099,561850,1.29E-08,-6.17E-09
67860,5.29E-21,50880.12574,561142,1.33E-08,-6.06E-09
67920,5.43E-21,50406.42931,560435,1.37E-08,-5.40E-09
67980,5.58E-21,49935.05379,559728,1.37E-08,-6.18E-09
68040,5.84E-21,49610.24332,556224,1.25E-08,-3.56E-09
68100,6.10E-21,49286.59331,552717,1.41E-08,-4.90E-09
68160,5.82E-21,48544.13624,552993,1.43E-08,-4.73E-09
68220,5.54E-21,47807.36539,553264,1.33E-08,-3.95E-09
68280,5.91E-21,51857.45826,560429,1.36E-08,-4.07E-09
68340,6.23E-21,52975.43753,561556,1.34E-08,-5.05E-09
68400,6.55E-21,54105.48551,562687,1.36E-08,-4.83E-09
68460,5.89E-21,49475.74696,562260,1.35E-08,-5.43E-09
68520,5.23E-21,45053.14906,561824,1.32E-08,-6.38E-09
68580,4.57E-21,40837.45972,561378,1.23E-08,-5.58E-09
68640,5.06E-21,46773.40282,559104,1.29E-08,-5.14E-09
68700,5.55E-21,53112.13876,556829,1.40E-08,-4.53E-09
68760,5.67E-21,46517.29111,560142,1.37E-08,-4.26E-09
68820,5.97E-21,48206.44477,559198,1.36E-08,-4.16E-09
68880,6.26E-21,49925.65413,558255,1.38E-08,-3.93E-09
68940,6.10E-21,49543.98153,557941,1.34E-08,-3.87E-09
69000,5.94E-21,49163.70147,557626,1.34E-08,-3.78E-09
69060,6.22E-21,53470.71837,564375,1.37E-08,-3.42E-09
69120,6.07E-21,51501.3156,561622,1.38E-08,-2.98E-09
69180,5.91E-21,49568.81519,558882,1.44E-08,-2.23E-09
69240,5.75E-21,47673.33321,556155,1.39E-08,-1.73E-09
69300,5.59E-21,45814.86963,553440,1.21E-08,-7.28E-09
69360,6.83E-21,58403.21879,559298,1.26E-08,-6.27E-09
69420,6.40E-21,47611.24903,557127,1.26E-08,-5.91E-09
69480,5.98E-21,37920.78013,554954,1.28E-08,-5.90E-09
69540,6.10E-21,43781.29387,555182,1.27E-08,-5.22E-09
69600,6.22E-21,50062.81953,555414,1.25E-08,-5.69E-09
69660,6.44E-21,66443.29313,551508,1.23E-08,-6.34E-09
69720,5.64E-21,48441.66835,561053,1.29E-08,-5.62E-09
69780,4.84E-21,33278.16057,570597,1.30E-08,-5.09E-09
69840,5.28E-21,37862.87359,563024,1.39E-08,-4.03E-09
69900,5.72E-21,42743.38577,555444,1.38E-08,-3.62E-09
69960,5.77E-21,37759.94151,553897,1.36E-08,-3.37E-09
70020,5.56E-21,40365.8521,548901,1.37E-08,-3.46E-09
70080,5.35E-21,43058.56448,543904,1.35E-08,-3.58E-09
70140,5.42E-21,41796.68918,548718,1.34E-08,-3.35E-09
70200,5.49E-21,40553.6132,553534,1.34E-08,-3.37E-09
70260,6.42E-21,53678.90342,546995,1.33E-08,-4.33E-09
70320,6.13E-21,45889.0225,544970,1.23E-08,-6.25E-09
70380,5.84E-21,38709.53923,542939,1.19E-08,-6.74E-09
70440,5.74E-21,42487.27406,532819,1.14E-08,-6.83E-09
70500,5.48E-21,42951.10665,526717,1.19E-08,-5.66E-09
70560,5.21E-21,43417.49223,520606,1.11E-08,-5.13E-09
70620,5.95E-21,63188.80602,524519,9.43E-09,-7.38E-09
70680,6.69E-21,86658.94392,528415,1.09E-08,-1.99E-09
70740,6.26E-21,55830.96131,506629,1.13E-08,-1.11E-09
70800,5.89E-21,48737.35147,514891,1.02E-08,1.64E-10
70860,5.52E-21,42125.56123,523159,7.34E-09,2.19E-09
70920,5.48E-21,49846.04713,530368,9.31E-09,1.73E-09
70980,5.43E-21,58215.68978,537588,1.02E-08,1.16E-10
71040,5.39E-21,67234.72126,544819,1.21E-08,-1.74E-09
71100,5.47E-21,56890.33777,546259,1.19E-08,-2.05E-09
71160,5.55E-21,47409.56251,547706,1.22E-08,-6.77E-11
71220,5.91E-21,66591.48282,546753,1.29E-08,-1.49E-09
71280,6.26E-21,89024.06076,545776,1.23E-08,7.21E-10
71340,6.39E-21,72378.53997,554711,1.29E-08,4.17E-10
71400,6.12E-21,66516.28555,556454,1.31E-08,-2.10E-11
71460,5.86E-21,60901.5555,558200,1.34E-08,-1.46E-09
71520,5.60E-21,55534.34982,559948,1.31E-08,-6.17E-10
71580,5.84E-21,61835.71921,562156,1.38E-08,-1.60E-09
71640,6.08E-21,68475.70843,564366,1.40E-08,-2.21E-09
71700,5.52E-21,70971.72423,571175,1.42E-08,-2.82E-09
71760,4.96E-21,73512.30139,577983,1.43E-08,-2.89E-09
71820,3.87E-21,44921.55382,557071,1.46E-08,-2.00E-09
71880,4.41E-21,54699.63684,558590,1.48E-08,-1.45E-09
71940,4.96E-21,65439.61836,560105,1.36E-08,-1.37E-09
72000,5.50E-21,77141.73047,561617,1.35E-08,-1.83E-09
72060,6.05E-21,89805.85714,563125,1.38E-08,-1.74E-09
72120,6.59E-21,103432.1144,564629,1.37E-08,-2.11E-09
72180,6.62E-21,83377.88247,556267,1.32E-08,-6.60E-11
72240,6.64E-21,65482.55507,547917,1.42E-08,-4.86E-10
72300,6.95E-21,71488.24134,553713,1.41E-08,-9.07E-10
72360,7.25E-21,77757.23411,559502,1.33E-08,-1.98E-09
72420,5.57E-21,61951.06812,563797,1.40E-08,-9.28E-10
72480,6.25E-21,62428.2459,554996,1.38E-08,-1.56E-09
72540,6.92E-21,62907.39646,546202,1.40E-08,-2.10E-09
72600,6.92E-21,66412.88929,547875,1.36E-08,-2.55E-09
72660,6.92E-21,70013.53917,549547,1.24E-08,-4.21E-09
72720,6.59E-21,88533.88591,544527,1.28E-08,-3.50E-09
72780,7.05E-21,82959.88772,545178,1.30E-08,-3.44E-09
72840,7.50E-21,77567.03606,545831,1.29E-08,-3.68E-09
72900,7.20E-21,73721.29876,545354,1.24E-08,-3.21E-09
72960,6.90E-21,69973.2715,544881,1.26E-08,-3.70E-09
73020,7.49E-21,68674.84196,543225,1.23E-08,-4.06E-09
73080,7.66E-21,72198.90203,545760,1.17E-08,-5.38E-09
73140,7.83E-21,75811.27247,548291,1.10E-08,-6.50E-09
73200,7.39E-21,68096.82092,554001,1.22E-08,-4.97E-09
73260,6.81E-21,79229.26724,556376,1.26E-08,-4.59E-09
73320,6.22E-21,91204.08553,558756,1.27E-08,-5.00E-09
73380,6.90E-21,84113.14473,558825,1.25E-08,-5.16E-09
73440,7.58E-21,77309.18367,558890,1.29E-08,-5.21E-09
73500,6.91E-21,81439.5798,567979,1.30E-08,-4.77E-09
73560,5.49E-21,68184.78316,555662,1.35E-08,-4.66E-09
73620,4.07E-21,56106.45257,543351,1.36E-08,-4.29E-09
73680,5.54E-21,63852.58446,531943,1.38E-08,-4.77E-09
73740,7.01E-21,72099.56735,520531,1.06E-08,-2.05E-09
73800,6.90E-21,59640.02834,517938,1.10E-08,-3.04E-09
73860,7.04E-21,65289.10776,518491,9.43E-09,-2.78E-09
73920,7.18E-21,71193.60262,519038,9.18E-09,-3.92E-09
73980,7.21E-21,69281.41013,527576,9.94E-09,-3.81E-09
74040,7.25E-21,67395.21175,536121,1.02E-08,-3.36E-09
74100,7.13E-21,68685.16998,547734,1.11E-08,-4.54E-09
74160,7.00E-21,69987.42901,559360,1.17E-08,-6.37E-09
74220,6.87E-21,71301.98882,570997,1.24E-08,-4.97E-09
74280,5.71E-21,70684.51241,570150,1.16E-08,-7.77E-09
74340,5.76E-21,76665.13291,583744,1.08E-08,-9.09E-09
74400,5.82E-21,82888.63598,597348,1.33E-08,-5.24E-09
74460,5.56E-21,74409.67877,580950,1.33E-08,-6.36E-09
74520,5.30E-21,66388.17167,564548,1.20E-08,-6.39E-09
74580,6.41E-21,67253.0564,558907,1.19E-08,-6.82E-09
74640,5.94E-21,85260.01926,559109,1.30E-08,-3.60E-09
74700,5.48E-21,105400.4728,559308,1.27E-08,-4.23E-09
74760,6.24E-21,96230.93069,565907,1.27E-08,-3.52E-09
74820,7.01E-21,87478.57103,572508,1.27E-08,-5.56E-09
74880,7.02E-21,84175.57704,550656,1.30E-08,-5.28E-09
74940,6.48E-21,83976.55956,560644,1.22E-08,-2.78E-09
75000,5.95E-21,83777.77416,570629,1.24E-08,-4.26E-09
75060,5.88E-21,78898.19034,562360,1.34E-08,-3.20E-09
75120,5.80E-21,74165.05553,554097,1.36E-08,-2.88E-09
75180,5.72E-21,69578.2537,545841,1.28E-08,-3.89E-09
75240,5.96E-21,67330.34249,547999,1.22E-08,-4.92E-09
75300,6.21E-21,65119.33366,550167,1.15E-08,-5.87E-09
75360,6.12E-21,67935.40207,558740,1.25E-08,-4.78E-09
75420,6.04E-21,70811.1177,567308,1.15E-08,-5.88E-09
75480,6.89E-21,68987.58373,536503,1.23E-08,-6.20E-09
75540,7.09E-21,79655.61723,532067,1.18E-08,-5.84E-09
75600,7.30E-21,91090.12916,527630,1.15E-08,-3.30E-09
75660,7.71E-21,97130.97712,533875,1.08E-08,-2.67E-09
75720,8.12E-21,103365.6205,540128,1.08E-08,-3.23E-09
75780,7.19E-21,73068.42857,539803,1.08E-08,-4.45E-09
75840,6.65E-21,64696.46502,534506,1.08E-08,-5.15E-09
75900,6.11E-21,56833.70772,529209,1.10E-08,-5.32E-09
75960,6.18E-21,83747.02219,536877,1.08E-08,-5.08E-09
76020,6.17E-21,69579.99438,541166,1.05E-08,-4.06E-09
76080,6.17E-21,56724.74129,545457,1.08E-08,-5.30E-09
76140,6.55E-21,63310.42137,544168,1.13E-08,-6.67E-09
76200,6.92E-21,70257.58219,542878,1.12E-08,-5.86E-09
76260,7.73E-21,91925.77051,585078,1.12E-08,-5.21E-09
76320,7.41E-21,93967.81757,581566,1.14E-08,-8.25E-09
76380,7.08E-21,96032.26134,578054,1.08E-08,-9.80E-09
76440,6.76E-21,98119.10183,574543,1.08E-08,-8.35E-09
76500,6.43E-21,100228.339,571032,1.00E-08,-9.35E-09
76560,6.69E-21,99587.88569,544961,1.04E-08,-8.84E-09
